X,Y
-1.057534247,16.5
-1.054794521,15
-1.052054795,11.2
-1.049315068,13.9
-1.046575342,15
-1.043835616,14.8
-1.04109589,15
-1.038356164,13.3
-1.035616438,20.4
-1.032876712,18
-1.030136986,12.2
-1.02739726,16.7
-1.024657534,13.8
-1.021917808,17.5
-1.019178082,15
-1.016438356,13.9
-1.01369863,11.1
-1.010958904,16.1
-1.008219178,20.4
-1.005479452,18
-1.002739726,19.5
-1,17.1
-0.997260274,17.1
-0.994520548,12
-0.991780822,11
-0.989041096,16.3
-0.98630137,16.1
-0.983561644,13
-0.980821918,13.4
-0.978082192,15.2
-0.975342466,12.5
-0.97260274,14.3
-0.969863014,16.5
-0.967123288,18.6
-0.964383562,18
-0.961643836,18.2
-0.95890411,11.4
-0.956164384,11.9
-0.953424658,12.2
-0.950684932,14.8
-0.947945205,13.1
-0.945205479,12.7
-0.942465753,10.5
-0.939726027,13.8
-0.936986301,18.8
-0.934246575,13.9
-0.931506849,11.2
-0.928767123,10.6
-0.926027397,14.7
-0.923287671,13.1
-0.920547945,12.1
-0.917808219,14.7
-0.915068493,11.1
-0.912328767,13
-0.909589041,15.6
-0.906849315,14.2
-0.904109589,15.5
-0.901369863,18
-0.898630137,15
-0.895890411,15.9
-0.893150685,15.5
-0.890410959,15.8
-0.887671233,16.6
-0.884931507,13.6
-0.882191781,13.8
-0.879452055,14.6
-0.876712329,15.6
-0.873972603,16.6
-0.871232877,14.3
-0.868493151,16.3
-0.865753425,18.9
-0.863013699,18.7
-0.860273973,14.5
-0.857534247,16.5
-0.854794521,14.1
-0.852054795,13.5
-0.849315068,11.7
-0.846575342,15.1
-0.843835616,11.2
-0.84109589,13.5
-0.838356164,12.6
-0.835616438,8.8
-0.832876712,10.5
-0.830136986,12.1
-0.82739726,14.5
-0.824657534,19.5
-0.821917808,14
-0.819178082,13.8
-0.816438356,10.5
-0.81369863,13.8
-0.810958904,11.4
-0.808219178,15.6
-0.805479452,11.1
-0.802739726,12.1
-0.8,14.2
-0.797260274,10.9
-0.794520548,14.2
-0.791780822,13.8
-0.789041096,15.1
-0.78630137,14
-0.783561644,12.1
-0.780821918,13.8
-0.778082192,16.6
-0.775342466,17.8
-0.77260274,9.4
-0.769863014,10.2
-0.767123288,7.4
-0.764383562,8.7
-0.761643836,14
-0.75890411,15.3
-0.756164384,11.1
-0.753424658,9.7
-0.750684932,10.3
-0.747945205,9.2
-0.745205479,8.2
-0.742465753,9.7
-0.739726027,12.4
-0.736986301,12.5
-0.734246575,9
-0.731506849,9.7
-0.728767123,10.1
-0.726027397,11.2
-0.723287671,12
-0.720547945,11.1
-0.717808219,10.8
-0.715068493,12.8
-0.712328767,9.8
-0.709589041,13.7
-0.706849315,11
-0.704109589,13.2
-0.701369863,13
-0.698630137,10.2
-0.695890411,13.2
-0.693150685,9.3
-0.690410959,11.1
-0.687671233,10.3
-0.684931507,8.7
-0.682191781,11.7
-0.679452055,12.5
-0.676712329,6.5
-0.673972603,9.6
-0.671232877,13.8
-0.668493151,14.7
-0.665753425,9.1
-0.663013699,4.8
-0.660273973,3.3
-0.657534247,3.5
-0.654794521,5.7
-0.652054795,5.5
-0.649315068,7
-0.646575342,9.5
-0.643835616,9.9
-0.64109589,4.9
-0.638356164,6.3
-0.635616438,4.8
-0.632876712,6.2
-0.630136986,7.1
-0.62739726,7.5
-0.624657534,9.4
-0.621917808,8.7
-0.619178082,9.5
-0.616438356,12.1
-0.61369863,9.5
-0.610958904,9.3
-0.608219178,8.5
-0.605479452,8
-0.602739726,9.8
-0.6,6.2
-0.597260274,7.3
-0.594520548,10.9
-0.591780822,10
-0.589041096,8.7
-0.58630137,9
-0.583561644,10.8
-0.580821918,12.4
-0.578082192,7.2
-0.575342466,7.2
-0.57260274,11.1
-0.569863014,9.3
-0.567123288,10.1
-0.564383562,3.9
-0.561643836,5
-0.55890411,8.2
-0.556164384,2.8
-0.553424658,4.3
-0.550684932,8.1
-0.547945205,11.1
-0.545205479,4.7
-0.542465753,5.3
-0.539726027,10
-0.536986301,5.6
-0.534246575,2.2
-0.531506849,7.1
-0.528767123,8.3
-0.526027397,8.6
-0.523287671,10.1
-0.520547945,8.3
-0.517808219,7.2
-0.515068493,7.7
-0.512328767,7.8
-0.509589041,9.1
-0.506849315,9.4
-0.504109589,7.8
-0.501369863,2.6
-0.498630137,2.4
-0.495890411,3.9
-0.493150685,1.3
-0.490410959,2.1
-0.487671233,7.4
-0.484931507,7.2
-0.482191781,8.8
-0.479452055,8.9
-0.476712329,8.8
-0.473972603,8
-0.471232877,0.7
-0.468493151,0.1
-0.465753425,0.9
-0.463013699,7.8
-0.460273973,7.2
-0.457534247,8
-0.454794521,4.6
-0.452054795,5.2
-0.449315068,5.8
-0.446575342,6.8
-0.443835616,8.1
-0.44109589,7.5
-0.438356164,5.4
-0.435616438,4.6
-0.432876712,6.4
-0.430136986,9.7
-0.42739726,7
-0.424657534,10
-0.421917808,10.6
-0.419178082,11.5
-0.416438356,10.2
-0.41369863,11.1
-0.410958904,11
-0.408219178,8.9
-0.405479452,9.9
-0.402739726,11.7
-0.4,11.6
-0.397260274,9
-0.394520548,6.3
-0.391780822,8.7
-0.389041096,8.5
-0.38630137,8.5
-0.383561644,8
-0.380821918,6
-0.378082192,8
-0.375342466,8.5
-0.37260274,7.7
-0.369863014,8.4
-0.367123288,9
-0.364383562,8.3
-0.361643836,6.8
-0.35890411,9.3
-0.356164384,6.7
-0.353424658,9
-0.350684932,7.3
-0.347945205,6.3
-0.345205479,7.9
-0.342465753,5.2
-0.339726027,9
-0.336986301,11.3
-0.334246575,9.2
-0.331506849,11.3
-0.328767123,7
-0.326027397,8
-0.323287671,4.6
-0.320547945,8.5
-0.317808219,9.5
-0.315068493,9.4
-0.312328767,10.5
-0.309589041,9.7
-0.306849315,4.9
-0.304109589,8
-0.301369863,5.8
-0.298630137,5.5
-0.295890411,10.9
-0.293150685,11.7
-0.290410959,9.2
-0.287671233,8.9
-0.284931507,11.3
-0.282191781,8.6
-0.279452055,6.2
-0.276712329,6.6
-0.273972603,9.1
-0.271232877,6.1
-0.268493151,7.5
-0.265753425,10.7
-0.263013699,6.3
-0.260273973,5.5
-0.257534247,6.7
-0.254794521,4.2
-0.252054795,11.3
-0.249315068,16.3
-0.246575342,10.5
-0.243835616,10.3
-0.24109589,7.9
-0.238356164,7.7
-0.235616438,16
-0.232876712,14.6
-0.230136986,12.5
-0.22739726,8.1
-0.224657534,12.2
-0.221917808,17.2
-0.219178082,9.4
-0.216438356,8.7
-0.21369863,5.9
-0.210958904,4.8
-0.208219178,7.4
-0.205479452,9.4
-0.202739726,9.7
-0.2,9.9
-0.197260274,6.5
-0.194520548,9.8
-0.191780822,18.2
-0.189041096,11.3
-0.18630137,9.1
-0.183561644,9.6
-0.180821918,13.5
-0.178082192,10.7
-0.175342466,10
-0.17260274,8.5
-0.169863014,12.6
-0.167123288,16.6
-0.164383562,11.6
-0.161643836,12.2
-0.15890411,11.2
-0.156164384,9.2
-0.153424658,9.9
-0.150684932,11.9
-0.147945205,15.6
-0.145205479,19
-0.142465753,12.8
-0.139726027,12.2
-0.136986301,12
-0.134246575,11.1
-0.131506849,11.8
-0.128767123,7.6
-0.126027397,13
-0.123287671,12.7
-0.120547945,16
-0.117808219,14.8
-0.115068493,14.2
-0.112328767,10
-0.109589041,8.8
-0.106849315,11.6
-0.104109589,8.6
-0.101369863,14.6
-0.098630137,24.3
-0.095890411,11.6
-0.093150685,10.8
-0.090410959,12
-0.087671233,11
-0.084931507,12.6
-0.082191781,10.8
-0.079452055,9.1
-0.076712329,11
-0.073972603,13
-0.071232877,12.8
-0.068493151,9.9
-0.065753425,11.6
-0.063013699,10.5
-0.060273973,15.9
-0.057534247,12.2
-0.054794521,13
-0.052054795,12.5
-0.049315068,12.5
-0.046575342,11.4
-0.043835616,12.1
-0.04109589,16.8
-0.038356164,12.1
-0.035616438,11.3
-0.032876712,10.4
-0.030136986,14.2
-0.02739726,11.4
-0.024657534,13.7
-0.021917808,16.5
-0.019178082,12.8
-0.016438356,12.2
-0.01369863,12
-0.010958904,12.6
-0.008219178,16
-0.005479452,16.4
0,13.3
0.002739726,15.2
0.005479452,13.1
0.008219178,12.7
0.010958904,14.6
0.01369863,11
0.016438356,13.2
0.019178082,12.2
0.021917808,14.4
0.024657534,13.7
0.02739726,14.5
0.030136986,14.1
0.032876712,14.4
0.035616438,19.7
0.038356164,16.5
0.04109589,15.9
0.043835616,11.8
0.046575342,12
0.049315068,11.4
0.052054795,14.4
0.054794521,12.4
0.057534247,15.1
0.060273973,15.6
0.063013699,15.2
0.065753425,12.8
0.068493151,13.3
0.071232877,17.5
0.073972603,15.4
0.076712329,13.5
0.079452055,16.7
0.082191781,15.2
0.084931507,14.9
0.087671233,10.2
0.090410959,13.6
0.093150685,19
0.095890411,15.7
0.098630137,18
0.101369863,14.8
0.104109589,13.9
0.106849315,13
0.109589041,15.3
0.112328767,14.3
0.115068493,15.6
0.117808219,16
0.120547945,14.9
0.123287671,11.1
0.126027397,14.8
0.128767123,13
0.131506849,12.2
0.134246575,10.9
0.136986301,14.6
0.139726027,16.6
0.142465753,18.1
0.145205479,13.4
0.147945205,10.3
0.150684932,13.6
0.153424658,13.8
0.156164384,10.3
0.15890411,11
0.161643836,14.3
0.164383562,15.5
0.167123288,14.7
0.169863014,12.7
0.17260274,10.7
0.175342466,12.6
0.178082192,9.8
0.180821918,13.2
0.183561644,15.2
0.18630137,16.6
0.189041096,21
0.191780822,22.4
0.194520548,17
0.197260274,21.7
0.2,21.4
0.202739726,18.6
0.205479452,16.2
0.208219178,16.8
0.210958904,17
0.21369863,18.4
0.216438356,17.2
0.219178082,18.4
0.221917808,18.8
0.224657534,16.5
0.22739726,13.3
0.230136986,12.2
0.232876712,11.3
0.235616438,13.8
0.238356164,16.6
0.24109589,14
0.243835616,14.3
0.246575342,16.4
0.249315068,11.9
0.252054795,15.7
0.254794521,17.6
0.257534247,17.5
0.260273973,15.9
0.263013699,16.2
0.265753425,16
0.268493151,15.9
0.271232877,16.2
0.273972603,16.2
0.276712329,19.5
0.279452055,18.2
0.282191781,21.8
0.284931507,15.1
0.287671233,11
0.290410959,8.1
0.293150685,9.5
0.295890411,9.3
0.298630137,10.6
0.301369863,6.3
0.304109589,8.6
0.306849315,6.8
0.309589041,8.7
0.312328767,8.4
0.315068493,9.3
0.317808219,10
0.320547945,10.5
0.323287671,12
0.326027397,10.1
0.328767123,9.4
0.331506849,10.1
0.334246575,8
0.336986301,10.6
0.339726027,13.6
0.342465753,15.4
0.345205479,9
0.347945205,10.4
0.350684932,11
0.353424658,12.1
0.356164384,13.4
0.35890411,11.3
0.361643836,6.7
0.364383562,9.8
0.367123288,10.8
0.369863014,7.8
0.37260274,4.5
0.375342466,7.6
0.378082192,6.9
0.380821918,7.5
0.383561644,8.5
0.38630137,5.5
0.389041096,9.5
0.391780822,7.3
0.394520548,5.4
0.397260274,5.5
0.4,8.1
0.402739726,11.2
0.405479452,13.4
0.408219178,11.6
0.410958904,10.1
0.41369863,4.3
0.416438356,5.5
0.419178082,4.4
0.421917808,5.9
0.424657534,5.7
0.42739726,8.2
0.430136986,8.2
0.432876712,4.2
0.435616438,6.5
0.438356164,10
0.44109589,8.8
0.443835616,6.6
0.446575342,7.8
0.449315068,10.1
0.452054795,7.1
0.454794521,7.7
0.457534247,8.5
0.460273973,7.3
0.463013699,6.9
0.465753425,8.4
0.468493151,7.1
0.471232877,6.3
0.473972603,0.6
0.476712329,1.6
0.479452055,7
0.482191781,8.3
0.484931507,8
0.487671233,10.2
0.490410959,10.6
0.493150685,10.4
0.495890411,11.6
0.498630137,11
0.501369863,10.7
0.504109589,7.3
0.506849315,4.2
0.509589041,4.7
0.512328767,5.6
0.515068493,7.7
0.517808219,7.5
0.520547945,4.9
0.523287671,5.9
0.526027397,7.8
0.528767123,5.8
0.531506849,7
0.534246575,8.4
0.536986301,6.2
0.539726027,7.5
0.542465753,4.8
0.545205479,3.3
0.547945205,3.2
0.550684932,7
0.553424658,8.4
0.556164384,0.3
0.55890411,0.3
0.561643836,2.1
0.564383562,8.5
0.567123288,1.4
0.569863014,4.1
0.57260274,10.3
0.575342466,6.6
0.578082192,6.1
0.580821918,7
0.583561644,5.1
0.58630137,6.3
0.589041096,6.9
0.591780822,11.4
0.594520548,10.4
0.597260274,10.3
0.6,9.2
0.602739726,7.2
0.605479452,7.5
0.608219178,4
0.610958904,5.6
0.61369863,6.7
0.616438356,8.4
0.619178082,11
0.621917808,8.4
0.624657534,8.8
0.62739726,8.6
0.630136986,8.3
0.632876712,4
0.635616438,3.6
0.638356164,5.7
0.64109589,10.6
0.643835616,6.9
0.646575342,10
0.649315068,9.8
0.652054795,7.2
0.654794521,10.5
0.657534247,3.6
0.660273973,5.3
0.663013699,8.4
0.665753425,10.3
0.668493151,7.9
0.671232877,8.5
0.673972603,7.9
0.676712329,8
0.679452055,9.8
0.682191781,6.7
0.684931507,4.8
0.687671233,9.9
0.690410959,12.8
0.693150685,10.9
0.695890411,11.7
0.698630137,11.7
0.701369863,11
0.704109589,8.2
0.706849315,7.5
0.709589041,5.4
0.712328767,7.2
0.715068493,9.7
0.717808219,8.4
0.720547945,9
0.723287671,8.7
0.726027397,6.6
0.728767123,11.6
0.731506849,13.1
0.734246575,6.7
0.736986301,6.5
0.739726027,7.7
0.742465753,8.7
0.745205479,7.2
0.747945205,10.5
0.750684932,8.6
0.753424658,7.2
0.756164384,11.4
0.75890411,16.2
0.761643836,6.1
0.764383562,9.6
0.767123288,11.1
0.769863014,13.6
0.77260274,10.7
0.775342466,14.7
0.778082192,11.6
0.780821918,7.3
0.783561644,8
0.78630137,9.6
0.789041096,16
0.791780822,15.1
0.794520548,12.8
0.797260274,6.2
0.8,7.1
0.802739726,8.4
0.805479452,10
0.808219178,12.7
0.810958904,10
0.81369863,10.2
0.816438356,6.5
0.819178082,9.2
0.821917808,11.9
0.824657534,14.7
0.82739726,11.4
0.830136986,6.8
0.832876712,7.4
0.835616438,11.2
0.838356164,9.2
0.84109589,12.6
0.843835616,16
0.846575342,17.1
0.849315068,15.3
0.852054795,13.3
0.854794521,15.4
0.857534247,13.2
0.860273973,14.4
0.863013699,14
0.865753425,15.5
0.868493151,21
0.871232877,10
0.873972603,9.6
0.876712329,12
0.879452055,12.2
0.882191781,11.3
0.884931507,13.2
0.887671233,10.5
0.890410959,10.1
0.893150685,8.8
0.895890411,13.7
0.898630137,16.2
0.901369863,16
0.904109589,14
0.906849315,13.7
0.909589041,12.5
0.912328767,12.8
0.915068493,12.3
0.917808219,15.2
0.920547945,15
0.923287671,16.4
0.926027397,16.1
0.928767123,14.6
0.931506849,18.2
0.934246575,16.4
0.936986301,16.6
0.939726027,14.7
0.942465753,15.8
0.945205479,14.1
0.947945205,13.5
0.950684932,13.6
0.953424658,13.7
0.956164384,13.6
0.95890411,12.1
0.961643836,12.7
0.964383562,13.3
0.967123288,14.2
0.969863014,15
0.97260274,13.7
0.975342466,12
0.978082192,13.1
0.980821918,13.2
0.983561644,13.3
0.98630137,11.5
0.989041096,10.8
0.991780822,12
0.994520548,16.3
0.997260274,14.4
1,12.9
1.002739726,13.8
1.005479452,10.6
1.008219178,12.6
1.010958904,13.7
1.01369863,12.6
1.016438356,13.1
1.019178082,15.4
1.021917808,11.9
1.024657534,13.8
1.02739726,14.4
1.030136986,15.2
1.032876712,12.5
1.035616438,12.2
1.038356164,16.1
1.04109589,14.6
1.043835616,11.6
1.046575342,13.1
1.049315068,12.8
1.052054795,15.2
1.054794521,13.8
1.057534247,15
1.060273973,13.5
1.063013699,11.8
1.065753425,15.3
1.068493151,13.5
1.071232877,15.3
1.073972603,13.8
1.076712329,15.8
1.079452055,17.4
1.082191781,15.3
1.084931507,14.6
1.087671233,14.8
1.090410959,10.7
1.093150685,11.6
1.095890411,13.6
1.098630137,14.4
1.101369863,11.8
1.104109589,15.8
1.106849315,16
1.109589041,11.8
1.112328767,14.5
1.115068493,10.7
1.117808219,14.2
1.120547945,19.5
1.123287671,21.4
1.126027397,17.9
1.128767123,17.4
1.131506849,12.7
1.134246575,13.8
1.136986301,14
1.139726027,15
1.142465753,14.5
1.145205479,13.1
1.147945205,11.4
1.150684932,12.5
1.153424658,12
1.156164384,13.4
1.15890411,14.4
1.161643836,17.7
1.164383562,13.9
1.167123288,13.3
1.169863014,14.6
1.17260274,16.4
1.175342466,16.8
1.178082192,20
1.180821918,12.5
1.183561644,12.7
1.18630137,11.7
1.189041096,12.7
1.191780822,8.6
1.194520548,11.9
1.197260274,16
1.2,15.2
1.202739726,13.4
1.205479452,11.6
1.208219178,11.1
1.210958904,15.6
1.21369863,17
1.216438356,18.5
1.219178082,17.4
1.221917808,16.5
1.224657534,16.2
1.22739726,16.1
1.230136986,13.2
1.232876712,18
1.235616438,12.8
1.238356164,11.7
1.24109589,16.7
1.243835616,15.6
1.246575342,10.2
1.249315068,10.3
1.252054795,15
1.254794521,18
1.257534247,13.8
1.260273973,10.5
1.263013699,11.8
1.265753425,7.2
1.268493151,11.6
1.271232877,7.4
1.273972603,14.2
1.276712329,12.2
1.279452055,9
1.282191781,12.3
1.284931507,19.7
1.287671233,12.8
1.290410959,12.4
1.293150685,12
1.295890411,12
1.298630137,11.1
1.301369863,12.7
1.304109589,14.2
1.306849315,11.6
1.309589041,12
1.312328767,11.5
1.315068493,8.3
1.317808219,10.5
1.320547945,9
1.323287671,6.9
1.326027397,9.4
1.328767123,11.1
1.331506849,9.1
1.334246575,7.7
1.336986301,10
1.339726027,10.4
1.342465753,8
1.345205479,9.8
1.347945205,12.4
1.350684932,12.9
1.353424658,12.3
1.356164384,6.9
1.35890411,10.5
1.361643836,11
1.364383562,9.7
1.367123288,11.1
1.369863014,11.5
1.37260274,13.4
1.375342466,10.9
1.378082192,12
1.380821918,12.1
1.383561644,10.4
1.38630137,10
1.389041096,9.6
1.391780822,11.3
1.394520548,8.5
1.397260274,6.3
1.4,8.2
1.402739726,10.7
1.405479452,10.3
1.408219178,9.5
1.410958904,10.9
1.41369863,10.9
1.416438356,4.3
1.419178082,5.2
1.421917808,11
1.424657534,11.6
1.42739726,10.6
1.430136986,9.4
1.432876712,10
1.435616438,9.6
1.438356164,9.5
1.44109589,9.7
1.443835616,9.6
1.446575342,7
1.449315068,7
1.452054795,6.8
1.454794521,6.9
1.457534247,8
1.460273973,7.6
1.463013699,8.6
1.465753425,5.7
1.468493151,5.5
1.471232877,5.7
1.473972603,5.7
1.476712329,6.6
1.479452055,6
1.482191781,6.9
1.484931507,7.7
1.487671233,8
1.490410959,3.9
1.493150685,0.8
1.495890411,2.8
1.498630137,8
1.501369863,9.8
1.504109589,11.4
1.506849315,8.6
1.509589041,5.2
1.512328767,6.6
1.515068493,5.7
1.517808219,4.6
1.520547945,5.8
1.523287671,7
1.526027397,4.8
1.528767123,4.4
1.531506849,4.4
1.534246575,7.9
1.536986301,10.6
1.539726027,5
1.542465753,7.6
1.545205479,9.2
1.547945205,9.7
1.550684932,8.8
1.553424658,6.8
1.556164384,9.4
1.55890411,11
1.561643836,2.5
1.564383562,2.1
1.567123288,5.4
1.569863014,6.2
1.57260274,7.8
1.575342466,7.4
1.578082192,9.3
1.580821918,9.3
1.583561644,9.5
1.58630137,8.5
1.589041096,10
1.591780822,7.7
1.594520548,9.3
1.597260274,9.1
1.6,3.5
1.602739726,3.6
1.605479452,2.5
1.608219178,1.7
1.610958904,2.7
1.61369863,2.9
1.616438356,5.3
1.619178082,7.7
1.621917808,9.1
1.624657534,9.4
1.62739726,7.3
1.630136986,8.4
1.632876712,9.2
1.635616438,6.6
1.638356164,9.7
1.64109589,12.4
1.643835616,10.2
1.646575342,5.9
1.649315068,7.1
1.652054795,7.5
1.654794521,9.7
1.657534247,12.2
1.660273973,5.6
1.663013699,5.4
1.665753425,8.3
1.668493151,10.6
1.671232877,9.1
1.673972603,11.3
1.676712329,10.9
1.679452055,8.9
1.682191781,6.3
1.684931507,9
1.687671233,6.1
1.690410959,9.1
1.693150685,9.6
1.695890411,6
1.698630137,10
1.701369863,11
1.704109589,6.2
1.706849315,8.3
1.709589041,11.3
1.712328767,11.3
1.715068493,6.7
1.717808219,6.6
1.720547945,11.4
1.723287671,6.9
1.726027397,10.6
1.728767123,8.6
1.731506849,11.3
1.734246575,12.5
1.736986301,9.9
1.739726027,6.9
1.742465753,5.5
1.745205479,7.8
1.747945205,11
1.750684932,16.2
1.753424658,9.9
1.756164384,8.7
1.75890411,10.5
1.761643836,12.2
1.764383562,10.6
1.767123288,8.3
1.769863014,5.5
1.77260274,9
1.775342466,6.4
1.778082192,7.2
1.780821918,12.9
1.783561644,12
1.78630137,7.3
1.789041096,9.7
1.791780822,8.4
1.794520548,14.7
1.797260274,9.5
1.8,7.9
1.802739726,6.8
1.805479452,12.6
1.808219178,5.2
1.810958904,7.5
1.81369863,8.7
1.816438356,7.6
1.819178082,9
1.821917808,7.2
1.824657534,10.7
1.82739726,13.1
1.830136986,13.9
1.832876712,10.8
1.835616438,10.4
1.838356164,9.1
1.84109589,16
1.843835616,21
1.846575342,16.2
1.849315068,8.6
1.852054795,9.2
1.854794521,12.5
1.857534247,9.7
1.860273973,12.5
1.863013699,10.3
1.865753425,12
1.868493151,11
1.871232877,14.8
1.873972603,15
1.876712329,15.3
1.879452055,10.3
1.882191781,10.7
1.884931507,10.5
1.887671233,8.9
1.890410959,8.1
1.893150685,11.5
1.895890411,12.8
1.898630137,9.1
1.901369863,14.6
1.904109589,11.6
1.906849315,11.2
1.909589041,12.6
1.912328767,7.5
1.915068493,11
1.917808219,14.5
1.920547945,18.5
1.923287671,15.4
1.926027397,13.1
1.928767123,16.3
1.931506849,20.2
1.934246575,11.5
1.936986301,12.4
1.939726027,10.9
1.942465753,12.7
1.945205479,12.2
1.947945205,12.4
1.950684932,9.8
1.953424658,8.5
1.956164384,14.7
1.95890411,12
1.961643836,10.3
1.964383562,11
1.967123288,10.2
1.969863014,12.6
1.97260274,11.6
1.975342466,9.7
1.978082192,13.4
1.980821918,10.5
1.983561644,14.7
1.98630137,14.6
1.989041096,14.2
1.991780822,13.2
1.994520548,11.7
1.997260274,17.2
